GeoFips,GeoName,LineCode,Description,2014,2015,2016,2017,2018,2019
2000,Alaska,3,    Durable goods,3030.3,3114.9,3133.8,3212,3296.7,3416.3
2000,Alaska,4,      Motor vehicles and parts,862.3,914.3,900.4,917.4,902.4,897.7
2000,Alaska,5,      Furnishings and durable household equipment,744.4,766.5,770,784.2,821.2,867.4
2000,Alaska,6,      Recreational goods and vehicles,1015,1007.5,1027.9,1060.9,1106.8,1173.6
2000,Alaska,7,      Other durable goods,408.6,426.6,435.6,449.5,466.2,477.6
2000,Alaska,8,    Nondurable goods,6555.5,6361.5,6248,6346.7,6517.7,6651.6
2000,Alaska,9,      Food and beverages purchased for off-premises consumption,2839.3,2801.7,2739.2,2723.6,2766.5,2798
2000,Alaska,10,      Clothing and footwear,686.7,692.5,695.4,688.4,698.8,715.7
2000,Alaska,11,      Gasoline and other energy goods,988.9,717.9,595,625.4,680.6,645.3
2000,Alaska,12,      Other nondurable goods,2040.6,2149.4,2218.3,2309.4,2371.7,2492.6
2000,Alaska,13,  Services,22633.8,23536.1,24303.2,25297.9,26200.1,27022.2
2000,Alaska,14,    Household consumption expenditures (for services),20904.3,21810.4,22488.9,23369,24185.2,24961.7
2000,Alaska,15,      Housing and utilities,5427.3,5808.8,6030,6342.3,6522.1,6655.3
2000,Alaska,16,      Health care,6586.6,6817.8,7136.2,7516.6,7878.1,8293.3
2000,Alaska,17,      Transportation services,911,933.4,979.9,1004.7,1046,1086.9
2000,Alaska,18,      Recreation services,1227.4,1271.2,1294.7,1311.9,1307.1,1304.4
2000,Alaska,19,      Food services and accommodations,2448.6,2547.6,2546.2,2536.1,2619.2,2694.3
2000,Alaska,20,      Financial services and insurance,1710,1774,1796.9,1927.7,2019.2,2075.8
2000,Alaska,21,      Other services,2593.3,2657.8,2705.1,2729.7,2793.6,2851.7
2000,Alaska,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),1729.5,1725.7,1814.2,1929,2014.9,2060.4
2000,Alaska,23,      Gross output of nonprofit institutions,3922.9,4024.5,4218.8,4517.5,4785.4,4983.3
2000,Alaska,24,      Less: Receipts from sales of goods and services by nonprofit institutions,2193.4,2298.8,2404.6,2588.6,2770.5,2922.8
4000,Arizona,1,Personal consumption expenditures,215648.3,225843.9,235897.2,250736.6,264430.8,276910.4
4000,Arizona,2,  Goods,76075.8,77726.7,79881.2,84642.1,89017.3,92761.4
4000,Arizona,3,    Durable goods,24995.2,26540.4,27619.4,29456.9,31192.5,32785.8
4000,Arizona,4,      Motor vehicles and parts,9026,9831.5,10094.8,10672.3,11461.4,11745.2
4000,Arizona,5,      Furnishings and durable household equipment,5566.2,5904.1,6391.3,6973.1,7318.7,7703.3
4000,Arizona,6,      Recreational goods and vehicles,6109.9,6219.9,6464.2,6963.5,7377.7,8116.5
4000,Arizona,7,      Other durable goods,4293.1,4584.9,4669,4848.1,5034.7,5220.7
4000,Arizona,8,    Nondurable goods,51080.6,51186.3,52261.8,55185.2,57824.8,59975.6
4000,Arizona,9,      Food and beverages purchased for off-premises consumption,18010.2,18547.9,19194.2,19918.8,20469.7,20715.7
4000,Arizona,10,      Clothing and footwear,7043.6,7245.1,7402.3,7499.3,7837.8,8033.3
4000,Arizona,11,      Gasoline and other energy goods,8008.9,6199.7,5477.9,6260.8,7091.8,7000.3
4000,Arizona,12,      Other nondurable goods,18017.9,19193.6,20187.4,21506.3,22425.5,24226.3
4000,Arizona,13,  Services,139572.5,148117.2,156016,166094.4,175413.5,184149
4000,Arizona,14,    Household consumption expenditures (for services),135677.7,144318.5,151821.4,161743.9,170774.8,179613
4000,Arizona,15,      Housing and utilities,41585.8,44229.8,46420.3,48393.8,50397.1,52612
4000,Arizona,16,      Health care,33598.1,35819.6,38107.8,40860.7,42904,45876.8
4000,Arizona,17,      Transportation services,7426.3,7675.6,8072.1,8818,9398.2,9815.1
4000,Arizona,18,      Recreation services,8490,9255.9,10056.6,11113,11746.6,12141.6
4000,Arizona,19,      Food services and accommodations,16612.8,18035.2,18740.8,20403.2,21732.3,22488.8
4000,Arizona,20,      Financial services and insurance,12459.9,13274.9,13673.4,14552.2,15426.2,16259.1
4000,Arizona,21,      Other services,15504.9,16027.5,16750.3,17603,19170.4,20419.6
4000,Arizona,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3894.8,3798.7,4194.6,4350.6,4638.7,4536
4000,Arizona,23,      Gross output of nonprofit institutions,19304.8,20050.5,21403.8,22870,24299.1,25809.8
4000,Arizona,24,      Less: Receipts from sales of goods and services by nonprofit institutions,15410,16251.8,17209.1,18519.4,19660.5,21273.8
5000,Arkansas,1,Personal consumption expenditures,87928.6,90703.2,94120.5,98123,102265.6,105702.4
5000,Arkansas,2,  Goods,33229.3,33189,33907.1,34954.2,36065.7,36702.6
5000,Arkansas,3,    Durable goods,10521,10966.1,11335.7,11646,11974.5,12262.8
5000,Arkansas,4,      Motor vehicles and parts,4260.1,4518.1,4626.2,4619.5,4658.1,4584.1
5000,Arkansas,5,      Furnishings and durable household equipment,2254.9,2383.9,2535.7,2676.2,2833.7,2957
5000,Arkansas,6,      Recreational goods and vehicles,2483.8,2516,2628.6,2803,2922,3143.7
5000,Arkansas,7,      Other durable goods,1522.3,1548.1,1545.1,1547.3,1560.7,1578.1
5000,Arkansas,8,    Nondurable goods,22708.3,22222.9,22571.4,23308.2,24091.2,24439.7
5000,Arkansas,9,      Food and beverages purchased for off-premises consumption,6951.7,7225.2,7439.9,7560.6,7669.6,7703
5000,Arkansas,10,      Clothing and footwear,2860.4,2913.8,2984.9,3011.9,3080.8,3088.5
5000,Arkansas,11,      Gasoline and other energy goods,4648.4,3542.3,3180.6,3501.4,3920,3722.9
5000,Arkansas,12,      Other nondurable goods,8247.8,8541.6,8965.9,9234.3,9420.8,9925.3
5000,Arkansas,13,  Services,54699.3,57514.2,60213.5,63168.8,66199.9,68999.9
5000,Arkansas,14,    Household consumption expenditures (for services),52622.2,55146.3,57680,60577.8,63561.8,66410.8
5000,Arkansas,15,      Housing and utilities,13994,14562.9,14895.5,15480.8,16340.4,16829.3
5000,Arkansas,16,      Health care,15278.6,16061.7,17159.9,18171.2,18896.4,19772.2
5000,Arkansas,17,      Transportation services,1869.4,1959,2113.7,2269.3,2341.8,2434.4
5000,Arkansas,18,      Recreation services,2849.6,2913.1,2982.9,3025.1,3068.9,3136
5000,Arkansas,19,      Food services and accommodations,5065.1,5419.1,5726.3,5922.1,6109.6,6385
5000,Arkansas,20,      Financial services and insurance,7699.2,8174.1,8589.3,9370.6,10165.4,10981.5
5000,Arkansas,21,      Other services,5866.3,6056.4,6212.3,6338.6,6639.3,6872.6
5000,Arkansas,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),2077.1,2368,2533.5,2591,2638.1,2589
5000,Arkansas,23,      Gross output of nonprofit institutions,8882.2,9638.6,10267.4,10911.8,11333.1,11709.5
5000,Arkansas,24,      Less: Receipts from sales of goods and services by nonprofit institutions,6805.2,7270.6,7733.9,8320.8,8694.9,9120.5
6000,California,1,Personal consumption expenditures,1503993.9,1589634.6,1667745.6,1759402.1,1852976.3,1947589.8
6000,California,2,  Goods,449223.8,462450.6,474011.3,498262.3,524279.9,546820.3
6000,California,3,    Durable goods,150405.7,161063.3,165115.4,174247.5,183684.5,191189.7
6000,California,4,      Motor vehicles and parts,46656.1,51163.5,53090,55753.6,56674.1,55382.1
6000,California,5,      Furnishings and durable household equipment,31925.1,34652.2,35032.1,36947,39631,41073.5
6000,California,6,      Recreational goods and vehicles,48231,50489,52134.7,55752.5,60307.4,66610.3
6000,California,7,      Other durable goods,23593.5,24758.6,24858.6,25794.4,27072.1,28123.8
6000,California,8,    Nondurable goods,298818.1,301387.3,308896,324014.8,340595.4,355630.6
6000,California,9,      Food and beverages purchased for off-premises consumption,109126.4,112407.4,115638.5,119248.8,122934.9,127368.9
6000,California,10,      Clothing and footwear,49117.8,50988.9,52392.5,54623.8,57465.7,60279
6000,California,11,      Gasoline and other energy goods,38706.9,29853.8,27797.7,32517.4,36973.4,36429.8
6000,California,12,      Other nondurable goods,101867,108137.3,113067.2,117624.8,123221.3,131553
6000,California,13,  Services,1054770.1,1127184,1193734.2,1261139.8,1328696.3,1400769.5
6000,California,14,    Household consumption expenditures (for services),1009851.8,1078739.9,1140221.6,1204319.3,1269332.6,1340576.8
6000,California,15,      Housing and utilities,332672.4,351950.4,369740.5,385511,400044.3,418870.5
6000,California,16,      Health care,232443,253701.7,268698.6,285357.2,300137,316293.3
6000,California,17,      Transportation services,56246.4,58530.8,63183.2,67909.3,73337.5,78058.5
6000,California,18,      Recreation services,55212.5,58935.2,62463,65861.7,69065.2,72566.9
6000,California,19,      Food services and accommodations,104665.7,115238.1,124561.2,131509.8,140148.5,149368.4
6000,California,20,      Financial services and insurance,107886.3,114695.1,119174.2,127648.1,137249.4,144716.3
6000,California,21,      Other services,120725.4,125688.7,132400.9,140522.1,149350.7,160702.9
6000,California,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),44918.4,48444,53512.6,56820.6,59363.7,60192.7
6000,California,23,      Gross output of nonprofit institutions,177132.2,189459.1,202321.4,212050,223145.9,233964.5
6000,California,24,      Less: Receipts from sales of goods and services by nonprofit institutions,132213.8,141015,148808.8,155229.4,163782.2,173771.8
8000,Colorado,1,Personal consumption expenditures,204620.6,215864.9,227753.5,240438,253730.3,266987.6
8000,Colorado,2,  Goods,64092.5,66532.2,69467.1,74183.2,78055.2,81902.6
8000,Colorado,3,    Durable goods,21799.7,23275.5,24452.7,26249.6,27889.9,29279
8000,Colorado,4,      Motor vehicles and parts,6756.6,7398.6,7563.9,8076.5,8519.8,8499.3
8000,Colorado,5,      Furnishings and durable household equipment,5502.3,5993.5,6426.3,6696.3,7168.8,7549.4
8000,Colorado,6,      Recreational goods and vehicles,6168.4,6299.5,6769.7,7634.7,8205.8,9002.1
8000,Colorado,7,      Other durable goods,3372.4,3583.9,3692.8,3842.1,3995.5,4228.3
8000,Colorado,8,    Nondurable goods,42292.7,43256.7,45014.4,47933.6,50165.3,52623.6
8000,Colorado,9,      Food and beverages purchased for off-premises consumption,16485.9,17388.3,18256.2,19186.2,19788.7,20569.6
8000,Colorado,10,      Clothing and footwear,5915.8,6158.2,6393.6,6416.3,6846.6,7281
8000,Colorado,11,      Gasoline and other energy goods,6050.3,4777.9,4373.8,5106,5908.9,5706.3
8000,Colorado,12,      Other nondurable goods,13840.6,14932.3,15990.8,17225.2,17621.1,19066.8
8000,Colorado,13,  Services,140528.1,149332.7,158286.4,166254.7,175675.1,185085
8000,Colorado,14,    Household consumption expenditures (for services),135592.3,144511,153206.9,160986.7,169998.4,179473.2
8000,Colorado,15,      Housing and utilities,39689.9,42282.4,44748.7,47491.2,50575.9,54052.7
8000,Colorado,16,      Health care,30249.5,32673.7,35803.4,37010.7,38162.2,39853.2
8000,Colorado,17,      Transportation services,8167.8,8648.8,9153.9,9692.6,10515.8,11048.6
8000,Colorado,18,      Recreation services,10559.5,11151.6,11718.4,12088,12765.6,13423.4
8000,Colorado,19,      Food services and accommodations,16035.7,17440.9,18311.8,19565,20954.7,22004.3
8000,Colorado,20,      Financial services and insurance,13232.9,13809.8,14026.7,14941.6,15650.7,16233.3
8000,Colorado,21,      Other services,17657,18503.7,19444,20197.4,21373.5,22857.8
8000,Colorado,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),4935.8,4821.7,5079.5,5268.1,5676.7,5611.7
8000,Colorado,23,      Gross output of nonprofit institutions,20877.4,22127.2,23830.6,24454.9,25508.6,26438.6
8000,Colorado,24,      Less: Receipts from sales of goods and services by nonprofit institutions,15941.6,17305.6,18751.1,19186.8,19831.9,20826.9
9000,Connecticut,1,Personal consumption expenditures,167736.5,172079.8,176915.9,182612.1,189856.9,195327.1
9000,Connecticut,2,  Goods,50315.4,50521.7,50954.7,52656.3,54022.1,54810.9
9000,Connecticut,3,    Durable goods,15478.5,15672.1,15942.9,16278.3,16989.8,17432.8
9000,Connecticut,4,      Motor vehicles and parts,5157.6,5327.6,5356,5460.8,5674.8,5610.7
9000,Connecticut,5,      Furnishings and durable household equipment,3816.5,3865.1,4060.7,4195.8,4421.8,4618.3
9000,Connecticut,6,      Recreational goods and vehicles,4011.3,3936.4,3974.7,4065.8,4314.4,4618.3
9000,Connecticut,7,      Other durable goods,2493,2543,2551.4,2556,2578.9,2585.5
9000,Connecticut,8,    Nondurable goods,34837,34849.6,35011.8,36378,37032.3,37378.1
9000,Connecticut,9,      Food and beverages purchased for off-premises consumption,11497.5,11721.2,11764.9,12064.8,12056.5,12119.2
9000,Connecticut,10,      Clothing and footwear,4474.7,4485.1,4473.7,4440.3,4425.4,4433.4
9000,Connecticut,11,      Gasoline and other energy goods,4812.8,3779.3,3212.4,3621.5,4044.3,3786.4
9000,Connecticut,12,      Other nondurable goods,14052,14864,15560.8,16251.4,16506.1,17039.1
9000,Connecticut,13,  Services,117421.1,121558.2,125961.2,129955.8,135834.9,140516.1
9000,Connecticut,14,    Household consumption expenditures (for services),111369,115138.7,118898.7,122682.5,127943.4,132753.4
9000,Connecticut,15,      Housing and utilities,33138.2,34491.4,35743.9,36884,38402.8,39716.8
9000,Connecticut,16,      Health care,26043.6,26155.2,27174.3,27623.5,28186.9,29299.5
9000,Connecticut,17,      Transportation services,5904.4,6048.8,6077.9,6086.5,6260.4,6234.3
9000,Connecticut,18,      Recreation services,6421.2,6758.3,7096.9,7326.8,7628.2,7863.8
9000,Connecticut,19,      Food services and accommodations,8585,9058,9363,9518.2,9810.3,9965.4
9000,Connecticut,20,      Financial services and insurance,15289.4,15954.7,15990.6,16967.7,18362.4,19732.8
9000,Connecticut,21,      Other services,15987.2,16672.3,17452,18275.8,19292.3,19940.9
9000,Connecticut,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),6052.1,6419.5,7062.5,7273.3,7891.4,7762.7
9000,Connecticut,23,      Gross output of nonprofit institutions,22505.2,23141,24664.3,25611.3,26585.4,27260
9000,Connecticut,24,      Less: Receipts from sales of goods and services by nonprofit institutions,16453.1,16721.5,17601.7,18338,18694,19497.3
10000,Delaware,1,Personal consumption expenditures,37030.6,38469.8,39611.4,41177,43188.6,44624.7
10000,Delaware,2,  Goods,12137.6,12337.2,12519.7,12846.4,13424.5,13664.8
10000,Delaware,3,    Durable goods,4359.1,4526.5,4640.5,4717.3,4895.8,4980.7
10000,Delaware,4,      Motor vehicles and parts,1694.8,1795.1,1848.4,1899.3,1978,1972.1
10000,Delaware,5,      Furnishings and durable household equipment,635.5,679.7,722.1,741.6,800.9,832.6
10000,Delaware,6,      Recreational goods and vehicles,1286.8,1292.8,1295.8,1292.6,1309.4,1357.3
10000,Delaware,7,      Other durable goods,742.1,758.9,774.2,783.9,807.4,818.8
10000,Delaware,8,    Nondurable goods,7778.4,7810.7,7879.2,8129.1,8528.8,8684.1
10000,Delaware,9,      Food and beverages purchased for off-premises consumption,3086,3136.2,3129.9,3199.8,3338.1,3376.8
10000,Delaware,10,      Clothing and footwear,1075.1,1084.7,1085.7,1092.7,1117.6,1122.4
10000,Delaware,11,      Gasoline and other energy goods,1177.6,963.5,897.8,1027.3,1179.2,1139.1
10000,Delaware,12,      Other nondurable goods,2439.7,2626.3,2765.8,2809.3,2893.9,3045.8
10000,Delaware,13,  Services,24893.1,26132.6,27091.7,28330.6,29764,30959.9
10000,Delaware,14,    Household consumption expenditures (for services),23700.1,24957.2,25874,27065,28457,29643.8
10000,Delaware,15,      Housing and utilities,6588.2,6962.1,7228.6,7490.3,7816.1,8116.1
10000,Delaware,16,      Health care,7066.8,7488.4,7781.1,8085.8,8411.7,8833.2
10000,Delaware,17,      Transportation services,873.4,879.2,898.5,934.6,975.7,1020.4
10000,Delaware,18,      Recreation services,1128.3,1166.8,1185.1,1227.3,1300,1345.2
10000,Delaware,19,      Food services and accommodations,2375.2,2539,2614.9,2631.1,2778.5,2915.8
10000,Delaware,20,      Financial services and insurance,2476.5,2645,2807.9,3172.1,3444.3,3505.3
10000,Delaware,21,      Other services,3191.7,3276.7,3357.8,3523.9,3730.7,3907.8
10000,Delaware,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),1193,1175.4,1217.7,1265.6,1307,1316.2
10000,Delaware,23,      Gross output of nonprofit institutions,4413.8,4463.2,4520.4,4551.5,4776.8,5006.4
10000,Delaware,24,      Less: Receipts from sales of goods and services by nonprofit institutions,3220.8,3287.8,3302.7,3285.9,3469.7,3690.2
11000,District of Columbia,1,Personal consumption expenditures,37126.7,38934.2,40674.5,42316.2,44692.1,46122
11000,District of Columbia,2,  Goods,8498.1,8809.4,9205.9,9770.7,10347.7,10821.2
11000,District of Columbia,3,    Durable goods,2767,2919.6,3090.7,3264.4,3477.2,3681.3
11000,District of Columbia,4,      Motor vehicles and parts,864.2,934.5,944.2,962.9,994.6,1010.1
11000,District of Columbia,5,      Furnishings and durable household equipment,751.6,786.1,852.7,878.1,929.1,989.2
11000,District of Columbia,6,      Recreational goods and vehicles,649,661.4,726.5,826.1,909.2,1013.5
11000,District of Columbia,7,      Other durable goods,502.3,537.7,567.4,597.3,644.3,668.4
11000,District of Columbia,8,    Nondurable goods,5731.1,5889.8,6115.1,6506.3,6870.5,7139.8
11000,District of Columbia,9,      Food and beverages purchased for off-premises consumption,2459.6,2585.4,2616.3,2727.5,2793.3,2863.6
11000,District of Columbia,10,      Clothing and footwear,1007.3,1084.2,1143.9,1181.3,1214.8,1265.2
11000,District of Columbia,11,      Gasoline and other energy goods,570,436.1,394.5,438.6,524.4,490.9
11000,District of Columbia,12,      Other nondurable goods,1694.2,1784.1,1960.5,2158.8,2338,2520.1
11000,District of Columbia,13,  Services,28628.6,30124.7,31468.6,32545.5,34344.4,35300.8
11000,District of Columbia,14,    Household consumption expenditures (for services),27776.6,29412.3,30499.3,31782,33195,34374.4
11000,District of Columbia,15,      Housing and utilities,6257.3,6881.4,7327.8,7743.6,8066.4,8423.6
11000,District of Columbia,16,      Health care,6250.5,6559.3,6744.1,6982.8,7156.7,7401.1
11000,District of Columbia,17,      Transportation services,1213.3,1303.6,1424.1,1504.4,1586.2,1665.7
11000,District of Columbia,18,      Recreation services,1218.3,1264.3,1309.5,1403.8,1482,1499.8
11000,District of Columbia,19,      Food services and accommodations,2355.4,2549.9,2626.1,2726.6,2889.6,3014.6
11000,District of Columbia,20,      Financial services and insurance,2765.4,2922.1,2963.7,3029.5,3079.1,3104.1
11000,District of Columbia,21,      Other services,7716.4,7931.7,8103.9,8391.3,8935.1,9265.4
11000,District of Columbia,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),851.9,712.4,969.4,763.5,1149.4,926.5
11000,District of Columbia,23,      Gross output of nonprofit institutions,4281.2,4323.5,4705.8,4566.8,5086.8,5012.5
11000,District of Columbia,24,      Less: Receipts from sales of goods and services by nonprofit institutions,3429.3,3611.1,3736.5,3803.3,3937.4,4086
12000,Florida,1,Personal consumption expenditures,727300.9,766806.2,799108.7,835406.6,882110.3,923931.4
12000,Florida,2,  Goods,247695.8,257728.7,264702.1,277500.7,294033.1,305583.3
12000,Florida,3,    Durable goods,87054.9,93062.6,96858.6,102114.5,109144.5,113209.5
12000,Florida,4,      Motor vehicles and parts,29797,32964.6,33588,34960.8,37046.1,37139.6
12000,Florida,5,      Furnishings and durable household equipment,21892,23647.4,25110,26597.2,28944,30314.5
12000,Florida,6,      Recreational goods and vehicles,24022.9,24593.3,26205.8,28301.8,30346.4,32784.9
12000,Florida,7,      Other durable goods,11343,11857.2,11954.9,12254.7,12808,12970.5
12000,Florida,8,    Nondurable goods,160640.9,164666.1,167843.4,175386.2,184888.6,192373.8
12000,Florida,9,      Food and beverages purchased for off-premises consumption,58852.1,61742.8,63403.5,65894.3,69089,72193.6
12000,Florida,10,      Clothing and footwear,20886.6,21577.1,21983.7,21911.7,22891.8,23287.2
12000,Florida,11,      Gasoline and other energy goods,20143,15622,13954,16007.9,17777.8,17140.2
12000,Florida,12,      Other nondurable goods,60759.2,65724.2,68502.2,71572.3,75130.1,79752.8
12000,Florida,13,  Services,479605.1,509077.5,534406.6,557905.9,588077.2,618348.2
12000,Florida,14,    Household consumption expenditures (for services),476125.6,505712.5,530761.9,554272.5,583991.7,614229.3
12000,Florida,15,      Housing and utilities,134855.1,142596,150305.3,157623.5,164834.7,173216.7
12000,Florida,16,      Health care,119702.5,127106,133960,137921,144636.5,152643
12000,Florida,17,      Transportation services,19590.5,20953.2,22366.5,23416.3,24868.6,25817.9
12000,Florida,18,      Recreation services,23783.9,26282.5,28307.9,29934.4,31656,32895.6
12000,Florida,19,      Food services and accommodations,58606.1,63346.7,66140.4,68367.2,72414.2,74989.5
12000,Florida,20,      Financial services and insurance,63419.8,66860.6,68368.4,72627.8,77026.8,81534.6
12000,Florida,21,      Other services,56167.8,58567.5,61313.5,64382.2,68554.9,73132
12000,Florida,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3479.5,3365,3644.7,3633.5,4085.5,4118.9
12000,Florida,23,      Gross output of nonprofit institutions,47351.1,50344.6,53393.5,54949.2,57811.4,60128.9
12000,Florida,24,      Less: Receipts from sales of goods and services by nonprofit institutions,43871.6,46979.6,49748.7,51315.7,53725.9,56010.1
13000,Georgia,1,Personal consumption expenditures,325151.2,338670.7,353523.6,371696,389975.9,404263.7
13000,Georgia,2,  Goods,115837.8,118512.7,120129.4,127371.3,134384.9,138612.3
13000,Georgia,3,    Durable goods,35954.1,38692,40514.7,42763.9,45450.8,47207.1
13000,Georgia,4,      Motor vehicles and parts,13876.2,15216.9,15996,16557,17416.1,17656.5
13000,Georgia,5,      Furnishings and durable household equipment,8229.9,8895.1,9512.4,10127.6,10932.3,11561.3
13000,Georgia,6,      Recreational goods and vehicles,8156.9,8649.2,9085.3,10006.3,10782.1,11613.3
13000,Georgia,7,      Other durable goods,5691,5930.8,5920.9,6073,6320.3,6375.9
13000,Georgia,8,    Nondurable goods,79883.7,79820.7,79614.7,84607.4,88934.1,91405.3
13000,Georgia,9,      Food and beverages purchased for off-premises consumption,28436.5,29234.1,29639,31263,32258.8,33212.8
13000,Georgia,10,      Clothing and footwear,10834.8,11203.8,11426.2,11505.1,11985.2,12190.1
13000,Georgia,11,      Gasoline and other energy goods,13286.5,10272.8,8985.2,10285.4,11521.6,11020
13000,Georgia,12,      Other nondurable goods,27326,29110,29564.2,31554,33168.5,34982.4
13000,Georgia,13,  Services,209313.4,220158.1,233394.2,244324.6,255590.9,265651.4
13000,Georgia,14,    Household consumption expenditures (for services),205741.2,216515.3,229595.9,240534.3,251816.3,262052.2
13000,Georgia,15,      Housing and utilities,56562.1,59132.2,62779.1,65761.9,68813.4,72656.6
